ID,text,target
6IT1WAXZ,Causes of 0 -How to contol 0,0
7HSK66Q3,Can i be helped?,0
09UQ1YVQ,I went bankrupt because of 0,0
FAU3TYWK,Why is life is unfair,0
LTM0VOJQ,How can I come out of this behaviour,0
JZG8HMQ7,Is taking 0 harmful,0
TZGXQ1SQ,How can i stop using 0,0
3NQJBPAE,Is it right to smoke weed in the name of doing it for the culture?,0
JBSV1NI3,Relationship issues,0
LXE8Y8YR,ways in which one can do to control the thoughts of 0,0
ZPPBDI79,Feelings of unworthyness Don't want to associate with people Feeling things will not work out as expected,0
D62XN9BS,how should i avoid it,0
83YRGPF8,I feel that the world is coming to an end ,0
S6Z4BOS6,My hustle is not picking up,0
WAQY2UT3,how will I live without 0?,0
UY04AGX9,What can i do to avoid loss of concentration in class through fantasizing in class and study times-on romance and ponographic issues,0
20JTA1GT,how can the addiction be avoided,0
B5R3WNYS,Between bhang and cigarette which is more harmful?,0
5MXEJTEL,"I feel so low, what can I do?",0
6FEFKN0F,I need to talk to a friend.,0
4EHEFJ7J,How can I forgive myself from the past?,0
0QXYZFYQ,I feel like I am a nobody,0
NC74KWCJ,Major steps taken to get rid of 0 consumption,0
JQ7A9X4T,The world is out of control,0
R00OLRGP,Lossing bets,0
1SYJ01MY,What are the effects of taking 0?,0
DEAG586I,I feel like giving up,0
LZGOZDYD,Why is bhang prohibited yet it is just like any other drug?,0
7L4SAC5S,Not experienced,0
73C44L96,I feel like crumbling down ,0
KB43N6AK," At home ,no one listens to me, my parents started neglecting and despising me,what can I do?",0
M0DT8TFB,Is weed harmful?,0
20KAZ8T1,"I feel bad,now am fine",0
C8VZAJWW,Low self esteem,0
IO9JHGW7,Is weed really going to give me the energy I needed?,0
Z6F1A8PK,I never sought any assistance,0
C2GBAI5D,How to stop 0 intake,0
H35L8ZD9,how to deal with migraines,0
139DFUFL,Is 0 the best remedy?,0
6SZ3EXJ3,I did not ask for any assistance at first but later and sought for assistance and it helped me in a good way,0
S6WK4NBL,"I feel confused, how can  I overcome the problem?",0
ULID3I4V,How do I resist peer pressure?,0
MYHIEXZJ,I was just tired,0
0OSLJ1HL,Where can i get money to be drinking daily?,0
XDD8ATSC,Why is it so hard to stop being a weed addict?,0
LGAPCAYO, I feel very low and at times ,0
KFPOMS0P,Why am I alive?,0
69V3L12G,Life is just hard,0
BOHSNXCN,What should I do to stop 0ism?,0
GVDXRQPY,How to become my oldself again,0
IO4JHIQS,How can someone stop it?,0
1DS3P1XO,I feel unworthy ,0
ORF71PVQ,I feel so discouraged with life,0
229220,@hectorbusybee check your facebook! ,1
229217,@Hecta-Heck already have one of those ,1
229214,@heckman Hi Derek thanks for the tweet and the detailed comment you left on my blog. Much appreciated ,1
229207,"@joerogandotnet Wife and I saw your 7 p.m. show, had a great time, thanks for visiting San Jose, next time come to Sacramento ",1
229204,@joerogandotnet haha it was funny said hahaha ,1
229203,@Joeri1991 Mooi  You'll never walk alone xD,1
229201,@JoeRHarris yea @thomgait that's my boyyy right there. I taught him well! ,1
229199,"@joepurdy_mw4n lol i know this is way late, but i wasn't actually COPYING them. i was just re-writing them for extra credit. lol. ",1
229197,@joepolitics lol sleep? who does that anymore anyway haha rest well ,1
229196,@joepolitics let me  know when you in ATL &amp;  we'll do it big  you need to come here on the full service tour. how bout it? ShannaBABY!*-40,1
229195,@joepolitics im going to dm you my number... and a msg. please read! ,1
229193,@joepolitics @donniewahlberg whats good boys? joined jimmy's myspace fan page... soldier #415 at ur service! ,1
229191,@JoePolitic they make your poop turn green. ,1
229188,"@joepeach let us know how it goes and if we can help in any way, yes we're very young please don't be too demanding ",1
229187,@joepavlo  I am very jealous ,1
229184,@JoeofJonas ha that was pretty legit. uhmm... i don't wear leotards.. i love heels! heels and dress  cause we're girls... and ur not ha,1
229182,@joenichols How's it going over there Joe?  Saw some pictures of you and the guys with the troops.  U all look sexy in body armor   Haha!,1
229178,@joemqi j.e.a.l.o.u.s. what new stuff are you getting? because i might demand that you share some of it ,1
229177,@joemqi I like your eye my dear! Let's switch?! ,1
229176,@johncmayer aw! Well i can happily say that i would have heard of u! ,1
229172,@johncmayer @markhoppus are you having a bromance? ,1
229171,@johncmayer ...sweet...luvs!  ty for sharing,1
229169,@johncmayer &quot;That's what she said!&quot; ,1
229168,@johncmayer &quot;manlady of the night&quot;...i'm going to find an excuse to say that every day. ,1
229167,@johncmayer &quot;Blue in Green&quot; and &quot;It Never Entered My Mind.&quot; *Hug*  ,1
229163,"@johncmayer - Hey John! Can i see you in NY about end-september - first in october?  your pal, Jonas &lt;3",1
229161,"@JohnCletus YAY!!!!! I am so happy for you! I know how worried you were about getting back in to A&amp;M. Congrats, A&amp;M study buddy! ",1
229160,@JohnCleese Love it!  Always high hilarity! ,1
229159,@JohnCleese brilliantly hilarious. thanks ,1
229156,@JohnCleese    Well I had to sign up after I read the privacy policy !    http://johncleesenigerianlottery.co.uk/,1
229152,@JohnChow oh.. happy birthday! enjoy! ,1
229151,@JohnChow I Can't wait for this new contest of yours!!! Yaaaaaay!! ,1
229150,@JohnChow @LeNuageI only have 168 followers! Show her some love. Lets get it higher ,1
229148,@JohnCBarrett date nights are an important part of IM training.  Gotta pay attention to the spouse once in awhile ,1
229147,@johncass Scrolls and quills? WONDERFUL idea! ,1
229146,"@JohnCarnell Great, not about your form though! ",1
229144,@johncarlton007 Haha you NEED to try the Maharaja IPA from Avery... SO good  [and it's almost 11% -- a TRUE Imperial],1
229143,"@johncabrera Thank you! I will try ever so not to crash.  *btw, just blew my own mind realizing Dr Chang now needs that prosthetic! Loop?!",1
229140,@joemoralez missed you by 10 minutes. Literally. ,1
229139,"@JoeMonmouth now the pressures on to be funny tonight  haha shouldnt be hard, the transplant douchebags bring out my wittier side",1
229137,"@JoeMiechowicz I'm very well, thanks. Winding down for the evening ",1
229136,@JoeMiechowicz I hope so. And red is my favourite colour of course ,1
229134,@JoeMcNallyPhoto yell out the window &quot;Ho chiavatto la tua momma ieri sera!&quot; I made a grown italian man cry with that line ,1
229133,@JoeMcIntyre welcome on board  have fun tweeting :o) ? http://blip.fm/~3xbq1,1
229132,@JoeMcIntyre finally u are here!Awesome!Hope u know how crazy this is-just ask Donnie &amp; Jon  Already looking forward to your tweets...,1
229129,@joemanganiello how was your photo shoot? ,1
229126,@joelysue yeah Word docs on iPhone are awesome  I suggest the Files Lite app too,1
229121,"@joelyme3D lol...i can`t tell u,coz u`re going to laught about it! lol XD n besides it`s all good now...haha,it was smth. really stupid. ",1
229120,@JoelyAh Just sent him an email for times etc ,1
229119,"@joelxx this I definately will like, perhaps someone will buy me this also ",1
229117,@Joelwarneking when you guys are in Spokane we'll take you to some AWESOME thai ,1
229116,@joelvincent Yes! Glad we got out of there. Copper Peak Logistics rules!!! ,1
229113,@joelted well what would you have done? HA. Two decent people in Perth. There ya go ,1
229112,@joelted hey  How're you?,1
229111,@joelstephan Is the anticipation wearing you down? ,1
229110,@Joelsk_ yessir! 9.00pm thursday. dinner b4 for interested peeps ,1
229108,@Joelsk_ I'm with you! Popped Collars are (for want of a better term) just plain wrong ,1
229106,@JoelRonson You're allowed to watch The Wire? I'm only just allowed to watch it and I'm 44!! ;) It is great though. ,1
229104,"@joelreedkeenan i've been there done that, bwahaha! enjoy yourself to feel the feeling, Pak! *nahlohbingung*  good luck too!",1
229103,@joelpiper put in a good word to Kasey.  Id love to do a video for his new album!   Thanks dude.  Hope you're doing great!,1
229100,@joeloleson are you just making up more reasons not to return my calls?     Congrats!!!,1
229099,"@joelo so you had to do some tweeting of your own, hehe. Congrats on the new house, I'm sure there will be great memories in it ",1
229098,"@joelnewcomer this is a little late, but thanks for my #followfriday!!  ",1
229095,"@joelmchale Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He's in the nosebleeds, so really SHOUT out ",1
229093,"@joelmchale It's okay, most of us are conditioned to dead beat dads.  you're fitting right in.",1
229090,@joelmchale I'll be there Saturday night! ,1
229087,@joelmadden you're insomniac !!! lol  I love GC   ho God =D,1
229084,@JoelMadden When is Cardiology coming out? ,1
229083,@joelmadden when is &quot;tommarow&quot; coming out?!?! the song with sean kingston. ,1
229080,@JoelMadden wanna upload a photo of yourself being up that late? ,1
229079,"@JoelMadden teen wolf? speaking of which, how does being a wolf help u be better at basket ball? haha  pretty entertaining though right?",1
229077,@JoelMadden sleep well and have nice drams ,1
229075,@JoelMadden Relax yourself! Sleep well and have sweet dreams ,1
229074,@JoelMadden oh me!! i want to host ur twitter party!! i would love to!! ,1
229072,@JoelMadden lovin the new hair ,1
229071,@JoelMadden is it true that your  gonna be in edmonton ,1
229070,"@JoelMadden I'm a fan of the new hair...I'm thinking you look all sorts of sexified! Keep on doing what you do, because it's working ",1
229069,"@JoelMadden if you have a party, use a hash tag for it so people can track it  like #jmadparty",1
229067,@JoelMadden i wanna be .... a tree! ,1
229066,"@HeckDoodleCake Hahah, sorry.[x It's my mini vacation before I start summer school. ",1
229065,@HeckaHandsome why do think we always asked you to smile in a dark room? lol ,1
229062,@Hebrideangirl I'm telling on yoooooo .. ooo ,1
229060,"@hebiflux haha, sorry about that, just poking fun ",1
229058,@Hebbie it's a me thing. ,1
229053,@heavyyoungin your positivity is always appreciated..  and its not just random positivity either like @iamdiddy its meaningful,1
229052,@HeavyRideatVIVA So there's a chance TH will be there? ,1
229050,@heavymetalchuck happy birthday bub from the guy you dont know down in houston ,1
229046,@heavygrinder totally agree with that. Sasha Baron Cohen is awesome ,1
229045,@Heavyeyeliner that's so cute -totally fitting! ,1
229043,@HeavyBank That's the good part about it. YOU DON'T HAVE TO KNOW ANYONE! ,1
229041,@heavsunshines Thanking you. Always appreciated ,1
229039,@HeavensDarkStar - My favourite Cure song. ,1
229038,@HeavenlyCharm I know it's awesome isn't it? it look like the sun! ,1
229036,@HeatXCL u a real sexy lady  plus u keep it real like the other night u was saying some deep stuff was going to comment but just listened,1
229035,@HeatXCL TO MIA KIDD. ,1
229034,@HeatXCL nooo go to myspace.com/chrisbabiii the joint on there called 'Heart' i wrote that ,1
229033,"@HeatXCL lol..hahahha one of us is nice, and the other one is an asshole, too bad you don't know which one you're talking to right now ",1
229032,@HeatXCL lol yayy Good ,1
229031,@HeatXCL how what? ,1
229030,@HeatXCL  RIGHT BACK AT CHU BUDDY!,1
229028,@HeatsOnFire thanks ,1
229027,@heatransom Thats what I like to hear ,1
229023,@joelmadden i think the hair looks good  now we can definately tell you and benji apart! Hope nicole loves it,1
229019,@JoelMadden i like the original one. match the eyebrow &amp; more mature feeling ,1
229017,@joelmadden i do  hehe,1
229016,@JoelMadden i can't believe people write such horrible rumours especially when something like an unborn child is concerned. nicole rules! ,1
229011,@JoelMadden how sweeeeeeet!  hope you are okay.,1
229010,@JoelMadden Hey! Can I be in charge of chips &amp; dips? ,1
229009,"@JoelMadden Hey joel, next time you come to Manila bring the girls. You guys are such a beautiful family ",1
229008,"@JoelMadden hey dude, hope you good. say hi to harlow ",1
229007,@JoelMadden HELL YES. I'm down with that. Make sure PerthAustralia's included and I will be there front center ,1
229005,@JoelMadden heeey! why wont you follow me on twitter? cmonnnn all i do is laugh for your tweets hahaha folloooowwww me  please haha,1
229004,@JoelMadden Haah  Nice ;),1
229003,@JoelMadden great song even if i can't understand lol ,1
229002,"@JoelMadden Goodnight Joel, sleep well! i've just started a full day of work! at least I have GC's music to help me through! ",1
229001,@JoelMadden Dude. The show sounds good ,1
228999,@joelmadden can i host? ,1
228998,@JoelMadden Back to New zealand again? How about popping back into Dunedin again ,1
228997,@JoelMadden Aww.  My two fav bands in the entire world in one place!!!  ,1
228993,@JoelMadden and @NicoleRichie are an amazing couple who always make me laugh when reading their twitter convos to/about each other  xoxo,1
228992,"@JoelMadden : Big fan, and you have a beautiful daughter... ",1
228990,"@joellyvale Nope, some places I'm finding that are affordable are gross or not ideal. I decided to look in different areas next. Thx!! ",1
228988,@joelkonecny Lost in the woods? Seriously? What happened? Flat tire? Wild moose? So confused..glad u made it home safe ,1
228987,@joelkonecny Can you make a background image for me? Erm... &quot;I made this for Jessie - Joel&quot; ,1
228986,@joelkatte I will...they are off to an awesome start.  I do plan on seeing them in the postseason!  #Brewers,1
228984,@joelhouston amazing run of dates the last two weeks...words don't even do justice. angels around you.  your friendly Compassion USA rep,1
228982,@joelhousman Lol! @sfeuer must have some cool connections ,1
228981,"@joelgeek oh, think i got it. that &quot;relative&quot; was not you nor on your side of the family. Let's keep it that way! ",1
228980,@JoelEsler /waves Hi from another Detroit suburb ,1
228978,@joeldsosa for sure. i'm adding those dates to my calendar. ,1
228977,@JoelDrapper yup. There is a way type export chat to the help bit. ,1
228976,@JoelDrapper thank your for the link! ,1
228973,@joeldavies ah yup twould be nice if it used both cores ,1
228972,@joelcomm thanx ! still learning lingo ,1
228971,"@joelcomm I am not feeling you thinking really, really, really big. ",1
228967,@Joel_winstead  exciting!,1
228966,@Joel_Wigley only if they are chocolate ones ,1
228961,@joek949 well DM your name ,1
228960,@joek949 Of course I will! Ooooh that sounded ever so rude! lol  x,1
228957,"@joek949 LOL...  I know, what made me come up with that!  Oops...  ",1
228954,@joek949 hey!the answer's yes! we're finally here at the same time ,1
228953,@joek949 hehe that would be naughty  didn't know you had a dog? must pay more attention to tweets!,1
228952,"@Joek00l French Vanilla with hot fudge, please. ",1
228951,@johnbweed Good Sunday John! Have a great day! Found you through stories of @BethyBarone and here 'active' twitter ,1
228948,"@johnbolch I'm not keen on some of their stuff....  this however, I like!  ",1
228946,@johnBLG What movie are you going to see?? See Click!!!  hahaha,1
228945,@johnBLG so reply me ,1
228944,"@JohnBirmingham That said, the people giving me directions to the place were impressed that I was seeking it out. Not a total loss ",1
228943,@JohnBirmingham Definitely the Tiananmen Square Anniversary  ...PS Will there be another book in your Time series?,1
228940,@johnbertr oh ponyo. not the best story of miyazaki but terribly cute. ,1
228939,"@johnbernos Seriously dude. Let's get jobs back at Disneyland! I mean, we can still be with RD too if we're seasonal right? ",1
228937,@johnbenfinch happy anniversary man!! U know brennan meant it too ,1
228936,@johnbattelle Ha! I tell you the important stuff.  @italianchick111 Thanks for shout out.,1
228935,@johnbat Hey! Why not try us?  http://limespace.net/,1
228934,@johnbarton and then comes incontinence #3... at the rate you're aging maybe tomorrow ,1
228932,@JohnBaish You're certainly OK now unless all complete lightweights. Are you texting to apologise? ,1
228930,@JohnAwol get a bank job  I just applied at the east hollywood bofa,1
228928,@johnandrews I figured that out a long time ago. ,1
228926,@johnallsopp No worries - Just trying to keep the momentum going  Hope all's well ,1
228924,@johnaferguson I was fine once I moved away from the food table  had a great time tonight and was very glad to meet you too!,1
228923,@johna404 It is great to have a dog. Evgeni is my little mommy's boy... a big mouth from behind me. ,1
228922,@johna404 I am wealthy thru Christ's love and my family...and all you amazing souls...blessings to you!!! ,1
228920,@johna404 Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy ,1
228919,@johna404 fine! Getting ready to go to a bookstore and later to the church! ,1
228918,@johna404 : good morning.  how are you? xx,1
228915,@John1954Moi happy birthday  21 with experience ,1
228911,@joejonasoff  hey joe what's up??????  ps:i think loco92 is suspend because miley can't have @mileycyrus and loco92 in the same time,1
228908,@joejonaslove hey another jonas fan  how r u ??,1
228907,@joejonaslove hey  What's up? I see that you are the JB fan! as well as I. ,1
228905,"@JoeJonas1Fan1 yes, it is ",1
228904,"@joejonas1fan1 oh okay, well good luck! ",1
228903,@JoeJonas1Fan1 Oh cool ! how was your dayy ? ,1
228901,@JoeJonas1Fan1 JB ARE AMAZING!  don't listen to haters.  btw can you tell your followers to follow me again?? you rock!! ,1
228898,"@joejonas1fan1 I loved the way Joe said that, haha,it was cute &amp; funny!!!Dude,Chelsea got an awesome role in that show!I'd love to do it! ",1
228897,@JoeJonas1Fan1 i love fly with me  especially the peter pan line. soo beautiful. &lt;3,1
228896,"@JoeJonas1Fan1 I know, me too!! ",1
228895,@JoeJonas1Fan1 I cant wait to see 17 again. Zac Efron is a TOTAL BABE!!!!! I will let you know when I see it. Bye! ,1
228894,@joejonas1fan1 hey  her in mexico its earlier its 12:20  but i dont nothing to do...jhajah,1
228893,"@JoeJonas1Fan1 hello, you seem to me very nice! ",1
228892,@JoeJonas1Fan1 haha yay for crust  (i tend to be a little weird when im super bored lol),1
228891,@JoeJonas1Fan1 @PoisonImy lol me either except I gave to. To be able to get in the bus to go to eliches!! Whoo!!! ,1
228890,"@Joejonas1fan1  i know right.    i love him, and his two lovely brothers,    ",1
228887,@Joejoedoyle   I would go with you Joe but I have class. I should go to train for our hiking expeditions in the future. ,1
228885,@JoeJLover2009 me 2...but now im listening to miley ,1
228883,@JoeJisthebest thanks! i was told that in a text today lol. P.S im following you now. ,1
228880,"@JoeJisthebest  love u guys,u all are so talented!! PLEASE follow me ",1
228879,"@JoeJGirl2009 uhh, american's next top model  favorite time of the year?",1
228878,@JoeJGirl2009 Oh... cool... standing out... ,1
228877,@JoeJGirl2009 I wish they were too but there hanging out right now ,1
228876,@JoeJGirl2009 i like fall cuz its not to hot or to cold ,1
228874,"@heathwiggins yummm! i went to village yesterday! finally saw JB w/ dragana, and there was only 3 other people there cause it was 10am. ",1
228873,"@heathwiggins Oh righto. Haha, I've never even watched the show before. ",1
228872,@HeathWhiteaker not that I'm aware of. But you know what Heraclitus said: nothing is constant but change. ,1
228868,"@heathr I suppose children have been birthed for worse reasons... Perhaps... yes, just maybe! Velcro! This is a problem for velcro! ",1
228867,@heathlanyon Praise God!  There are a few of us out here ,1
228865,@heathgerhard Thank you!!! You are awesome ,1
228863,@heatherXpink The one thats all stripey in the background and has the songs all round it  haha I didnt have room for them all!,1
228862,"@heatherxo yo, here is the link to that song we were talking about at lunch   http://bit.ly/VkW6p",1
228861,"@heatherxcobain i know the feeling sometimes! and m great thanks, just got a new job so  x",1
228860,@heatherxcobain but I've blocked her ,1
228859,@HeatherWilson Good morning Heather! Enjoy your diet coke and your day!! ,1
228858,"@HeatherWelliver late night for you, early afternoon for me ",1
228857,@HeatherWelliver Attach him to @Grailwolf after all mammals mammary glands will produce milk.  Or may be formula?,1
228856,@heathervelez do it! i highly recommend ravello ,1
228855,@heatherthorne sounds fun! ,1
228854,@HeatherTesch Then get out there and enjoy  My wife got me a Morning Glory that needs to be planted today ,1
228853,"@HeatherSullivan and, by the way, thanks for helping me define that better. ",1
228852,"@HeatherSolos While you helped with that boat payment.. I'm sure I'm supporting a second home on the beach, now! ",1
228851,@HeatherSolos someday! you guys can make it out... ,1
228849,@HeathersNotBSC idk where i'm going now. took a vacation the last week of may 4 nkotb shows. but i will catch a or 2 show somewhere! ,1
228847,@heathersmusic hope you will get a graet night's sleep! ,1
228846,@heathersmithjec yayyy!!!  hello work buddy ,1
228845,@HeatherShorter Glad to hear you're feeling less punk - the negative connotation variety ;) - today. ,1
228843,"@HeatherShea funny, sounds exactly like my kids ",1
228842,@heatherseed go Tesco or Gaint to sapu all the junk off the shelf ,1
228841,@heatherRSP - noo briannas thing wasnt about you ,1
228838,@JoeJGirl2009 did u hear Niley's new duet ? ,1
228837,@JoeJGirl2009 Aww thanks go look at mileys new tweet its got to do with nick j ,1
228834,@joehodgson geek  and I mean that as the highest compliment xx,1
228831,@joegronlund morning joe! ,1
228830,@joegronlund Good morning ,1
228829,@joegreenz You've lost me there sorry.Even googling didn't help ,1
228828,"@joegreenz you know, I've never thought about looking at the acting in a star trek movie ",1
228827,@joegreenz I was just thinking the exact same thing - can't sleep - not usually on this late - seeing very different stuff on twitter ,1
228826,@joegreenz I looked like a dork in mine couple of years back. Never got the Spanish ones either. But the US folk liked my Kiwi &quot;accint&quot; ,1
228825,@joegreenz Hopefully you will be home soon so you can watch and tweet ,1
228823,@joegreenz - absolutely loved your children's book  Have you published it? And thanks for the link to the band,1
228822,"@JoeGigantino Mine was as perfect as can be, I didn't even have to adjust much to fit it! ",1
228821,@JoeGigantino Ever tried the pumpkin spice pancakes @ I-Hop in the winter months??  Mmmmmmm delicious!!!! ,1
228820,"@JoeGigantino All my days are perfect, thanks. Perfect, whatever they are. I tend to go all they way. ",1
228817,@joegerstandt Good Morning! Hope you have a Great Day ,1
228816,"@joegalea Well, I said &quot;a&quot; football score, not &quot;their&quot; football score.  ",1
228814,@joeframbach yeah. last time you ditched us. but you're still invited. i guess. ,1
228813,"@joefiorini Yeah, necessary and overdue! I used to love going, but got too busy... now I wish I never stopped... ",1
228812,@joefeser And I developed all of our web sites in Edit Plus ,1
228811,@JoeFelix well-balanced emotions lead to happiness. ,1
228809,@JoeEGO I never 4get bout u .. Your my boyfriend #2... whom I lovesssss down .. Let's chill this week ,1
228808,"@JoeeeNagy Hey Joe, don't make it bad, take a sad song, and make it better. (The beatles make everything better) ",1
228806,@joeday hey homeslice. it doesnt work if you don't spell the hashtag correctly     &quot;#sqaurespace&quot;,1
228805,@joedawson Good question. One I can't answer.  http://bit.ly/cagQX,1
228799,@John1954Moi Brilliant  Thanks! Not sure what brownie points will get you though!,1
228798,@john_yeo RE: Blog..oh that sounds sooo 90's!  wouldn't be easier just post up on ur facebook wall? or make Youtube channel?,1
228797,@john_titor nothing! just going home and was probably gonna hit msn to talk to you!  what about you dude?! we should be doing something!,1
228796,"@John_the_Monkey @EdiCycleTrainer After the Birdy, Mezzo and Bike Friday, a Mobiky? ",1
228794,"@john_shields sounds awesome.  i'd love to go up to lubbock sometime, really. I had 3rd grade there. Its a nice place.",1
228792,@john_rostron Ha ha! I like those odds! ,1
228790,@john_ray Bright Eyes=Contentment ,1
228789,@John_Lithgow and @hitrecordjoe  i just bought season 1-6 of 3rd Rock from the sun ,1
228788,@john_lafemina why get a hotel room when we have our own bedroom!!! ,1
228787,@john_lafemina nice!! Sounds like it will be fun ,1
228786,@John_Hinds You're welcome. ,1
228785,@John_Hanna Things can only get better then ,1
228782,@john_bradshaw Did you buy anything? I have nearly the same costume at home ,1
228781,"@John_Bishop Oh, TWITTER FOLLOWERS! WOOOOO!  ",1
228780,@john_a_evans Super LOL at the IE6 stubble ,1
228778,@JohiSD thanks!  Very kind of you to put me in with that fine group. ,1
228777,@johimself Everyone on here is saying The Hangover is funny so download it ... please ,1
228775,@Johelle_xo answer your phoneee! ,1
228774,@johe25 Lol! that happens to me everyday and I get beat up for it ,1
228773,@johawke Spongebob won't leave their vocabulary for a loooooooong time! My oldest is nearly 11 and she's still an avid fan.  ,1
228772,"@johawke hi Jo, i send you a direct meesages. ",1
228771,@johawke  Thanks  Tried to capture as much as I could in the photo   http://twitpic.com/5duaz,1
228770,"@JoHastings Well, watching this series called Legend of the Seeker... not too bad. ",1
228769,@JoHart I'm no expert I'm just me  WP is designed to autosave so you should be fine,1
228766,@JohannTheDog OK your cuteness overrides any mess you might make    It's the ears that save you  LOL,1
228765,@johannesru @kristinacobb @jiggashah guys yall are too funny  made my day!!!!!!,1
228763,@johannasmiles LMAO nice one i should've done that  clear my mind and everything!,1
228762,@joeconway ahhh.. what about the others? like #hoppusday and etc? I'm such a spazz ,1
228761,@joecommisso oh ok kool  keep me informed bout that checked ur paged its nice,1
228759,@JoeClay16 unlucky. keep final destination on the back of your mind all day… ,1
228758,@joechapman: &quot;@messinwiththekid: &quot; &quot; &lt;&lt;*blink* am I at a wedding? @Suzed Well I am a former wedding DJ  &quot;&quot; ? http://blip.fm/~7axd6,1
228757,@joechapman here is a mellow tune for ya! thanks for listening  ? http://blip.fm/~6fxlt,1
228756,"@joechampion Don't lay hands on him Joe, no matter how much he's asking for it! ",1
228755,@joecc LOVE it! ,1
228754,@joecassels Thank you that's very sweet ,1
228753,@JoeCascio Thank you  YOU TOO ,1
228750,"@joeCANCELLIERE ahh, i could easily be persuaded to do that!  a weekend of boston AND boston?  yes, please ",1
228748,@joecab09 haha. I will. Thanks. ,1
228745,@joebrooksmusic happy birthday Joe &lt;3 I wish you a very good day  xo,1
228743,@JoeBreezyOnAir heck yes its vibey!  did they make it on the countdown tonight? imissed it.,1
228740,@joebonsall Thank You for sharing the link Joe. Now - with tears flowing - will watch the you tube video of G.I. Joe and Lillie. HUGS ,1
228739,@joebonsall Just think Conway could have been the one who invented Twitter. ,1
228738,@joebonsall I guess that's why we never &quot;heard&quot; it before ,1
228737,@joebonsall   if anyone can come back the Cavs can ,1
228735,@JOEBO4T because ,1
228733,@joebest66 Hi uncle Joe! ,1
228731,"@joebendesigns http://twitpic.com/7ftor - Lol, awesome! ^^ Yeah, we all wanna help youu!  You'll win your bet! xoxo Lena",1
228729,@joebel good morning baliw ,1
228728,"@Joeballtshirts Yupp  its just my belly, &amp; some photo shop.. ",1
228727,@Joeballtshirts that is a great book! ,1
228726,@Joeballtshirts childish american ways... lol..  i like that saying.. ,1
228724,@johannarose have yourself an iPhone impulse purchase!! Spoil yourself. ,1
228719,@johannajoie i have such a huge grin on my face right now b/c of those  especially the Jemi one ,1
228717,@JohannaFischlin not a problem! Thaanks for the great tweets! ,1
228716,@JohannaFischlin I like ur quote ,1
228715,@johannacherry Short answer: No  Long answer: probably not ,1
228712,@johanlouwers luckily i am in my parent's crib at the Belgian sea. good times ,1
228711,@JohanLindfors the weather forecast says ~25 deg C for the weekend. you better play those games outdoors ,1
228709,@johaneltes Lovely! Thanks a lot for sharing this with us ,1
228705,@jogreeneyes looking forward to talking about that with you!  (inboxes and the way we work),1
228704,@jogotatwitr hahaha... glad you're listening and following on here! ,1
228703,@JOgle84 There's three drinks there. Does that mean I can have one? ,1
228702,@jogger5079 good morning ,1
228700,"@joffhopkins Hello to you both  Post TwitPic! or yfrog, which seems to be up and coming.",1
228698,@joferro It's fabulous! Congrats guys! ,1
228697,"@JofArnold aha, so that's you.  I've been meaning to take a look. Looks cool. If you could just get a pool in there ",1
228696,"@Joezef Adding a plugin is simple, you just have to download the zip file, and upload it via the plugin sections. Then activate it. ",1
228694,@JoeyyJ thats cool. My mom is a teacher in Burbank so we're always like right there. XP ahww i wanna go to the Bahamas! ,1
228693,"@joeyyap Remember his heroic deeds when he and Huang become active in the defence of Xiangyang from Mongolian invaders. ????,?????  ",1
228692,"@joeywatson x-men in the morning, what else is better, right joe?  remeber, no one died!",1
228691,"@joeywatson and therefore, you should come? thursday at vue? ",1
228690,"@joeywargachuk I think you should get two cookies, one of each hand!  ",1
228689,@heatherromney hehe that sounds pretty awesome actually... ,1
228687,"@heatherrain Hi, am an avid follower of Trauma, Life in the ER too ",1
228686,@heatherraescott You have email. ,1
228685,"@heatherraescott Yay on final tweaks.  Okay, really heading to bed now, LOL",1
228683,@heatherpray very sweet ,1
228680,@heatherpeggs  !,1
228678,"@HeatherPark Haha, true! But I've never been able to have it on my plate and actually resist! So good ",1
228677,@heatherp2412 how was your first week or few days back at work??? Hope the kids are doing well ,1
228676,"@HeatherOsborn Me too, me too! ",1
228675,@HeatherOsborn I'll play!  ,1
228672,@HeatherNorlock well.. we got a new house.. and we are mocing in it today.. haha fun fun.. cant wait.. ,1
228671,@heathermeeker I would read your blog! ,1
228670,"@heathermeeker Aww, I'm honored sweetie. Nothing scary about it. Just blog when you're enjoying wine. Kind of way I tweet w @TitosVodka ",1
228669,@heathermarie356 livs did my hair at ihloff this morning ,1
228667,@HeatherLynneA agree ,1
228666,"@heatherlynne09  trust me heather, you only know the right moment when its gone. Like mikaela said, set it up and shoot. ",1
228664,@Heatherlyb Sounds hot. ,1
228662,@heatherlouise24 yeah ill be late tonight too. probs be there 9.30ish hopefully. see ur drunk self there! lol ,1
228661,@heatherleanne Your job makes you sexually frustrated? do tell. ,1
228659,@heatherkupkake my mom's taking Ryleigh the sunday before memorial day over night. Party at my house? ,1
228658,@heatherja11 yes I was there  U can still see it in the archives section,1
228656,@HeatherJ22 pleasure is all mine  might find this article from Her Sports helpful as well http://bit.ly/StayDriven,1
228654,@HeatherinBC That's a funny quote. Lifted up my day... ,1
